,Unnamed: 0,DATETIMEDATA,PM25,CO,NO2,TEMP,RH,DAY1,DAY2,DAY3,DAY4,DAY5,DAY6,DAY7
1125,1294,2024-02-23 22:00:00,32.6,0.53,8.0,30,71,29.7,25.9,16.4,15.4,14.8,18.2,19.8
1126,1295,2024-02-23 23:00:00,29.7,0.56,9.0,30,66,25.9,16.4,15.4,14.8,18.2,19.8,18.1
1127,1296,2024-02-24 00:00:00,25.9,0.38,2.0,29,62,16.4,15.4,14.8,18.2,19.8,18.1,17.5
1128,1297,2024-02-24 01:00:00,16.4,0.36,1.0,28,66,15.4,14.8,18.2,19.8,18.1,17.5,17.7
1129,1298,2024-02-24 02:00:00,15.4,0.36,1.0,28,67,14.8,18.2,19.8,18.1,17.5,17.7,17.5
1130,1299,2024-02-24 03:00:00,14.8,0.37,0.0,28,69,18.2,19.8,18.1,17.5,17.7,17.5,20.4
1131,1300,2024-02-24 04:00:00,18.2,0.41,0.0,27,70,19.8,18.1,17.5,17.7,17.5,20.4,19.7
1132,1301,2024-02-24 05:00:00,19.8,0.48,1.0,27,70,18.1,17.5,17.7,17.5,20.4,19.7,16.8
1133,1302,2024-02-24 06:00:00,18.1,0.5,5.29,27,72,17.5,17.7,17.5,20.4,19.7,16.8,13.1
1134,1303,2024-02-24 07:00:00,17.5,0.48,5.0,28,68,17.7,17.5,20.4,19.7,16.8,13.1,18.6
1135,1304,2024-02-24 08:00:00,17.7,0.45,2.0,30,59,17.5,20.4,19.7,16.8,13.1,18.6,15.2
1136,1305,2024-02-24 09:00:00,17.5,0.45,4.0,31,55,20.4,19.7,16.8,13.1,18.6,15.2,12.4
1137,1306,2024-02-24 10:00:00,20.4,0.46,4.0,32,52,19.7,16.8,13.1,18.6,15.2,12.4,20.2
1138,1307,2024-02-24 11:00:00,19.7,0.47,7.0,33,50,16.8,13.1,18.6,15.2,12.4,20.2,19.6
1139,1308,2024-02-24 12:00:00,16.8,0.46,4.0,35,45,13.1,18.6,15.2,12.4,20.2,19.6,18.2
1140,1309,2024-02-24 13:00:00,13.1,0.49,3.0,35,45,18.6,15.2,12.4,20.2,19.6,18.2,20.9
1141,1310,2024-02-24 14:00:00,18.6,0.53,3.0,35,50,15.2,12.4,20.2,19.6,18.2,20.9,21.1
1142,1311,2024-02-24 15:00:00,15.2,0.43,2.0,34,53,12.4,20.2,19.6,18.2,20.9,21.1,22.7
1143,1312,2024-02-24 16:00:00,12.4,0.39,2.0,33,58,20.2,19.6,18.2,20.9,21.1,22.7,18.2
1144,1313,2024-02-24 17:00:00,20.2,0.44,3.0,33,60,19.6,18.2,20.9,21.1,22.7,18.2,16.2
1145,1314,2024-02-24 18:00:00,19.6,0.46,6.0,31,64,18.2,20.9,21.1,22.7,18.2,16.2,18.1
1146,1315,2024-02-24 19:00:00,18.2,0.49,4.0,32,53,20.9,21.1,22.7,18.2,16.2,18.1,19.0
1147,1316,2024-02-24 20:00:00,20.9,0.48,3.0,32,51,21.1,22.7,18.2,16.2,18.1,19.0,17.0
1148,1317,2024-02-24 21:00:00,21.1,0.45,3.0,31,52,22.7,18.2,16.2,18.1,19.0,17.0,17.4
1149,1318,2024-02-24 22:00:00,22.7,0.43,2.0,31,52,18.2,16.2,18.1,19.0,17.0,17.4,18.9
1150,1319,2024-02-24 23:00:00,18.2,0.44,1.0,30,55,16.2,18.1,19.0,17.0,17.4,18.9,21.5
1151,1320,2024-02-25 00:00:00,16.2,0.48,5.0,29,59,18.1,19.0,17.0,17.4,18.9,21.5,22.7
1152,1321,2024-02-25 01:00:00,18.1,0.42,4.0,28,63,19.0,17.0,17.4,18.9,21.5,22.7,23.0
1153,1322,2024-02-25 02:00:00,19.0,0.42,4.0,28,65,17.0,17.4,18.9,21.5,22.7,23.0,21.4
1154,1323,2024-02-25 03:00:00,17.0,0.39,1.0,28,65,17.4,18.9,21.5,22.7,23.0,21.4,21.7
1155,1324,2024-02-25 04:00:00,17.4,0.42,3.0,28,68,18.9,21.5,22.7,23.0,21.4,21.7,20.2
1156,1325,2024-02-25 05:00:00,18.9,0.45,2.0,27,71,21.5,22.7,23.0,21.4,21.7,20.2,22.8
1157,1326,2024-02-25 06:00:00,21.5,0.49,3.0,27,72,22.7,23.0,21.4,21.7,20.2,22.8,19.5
1158,1327,2024-02-25 07:00:00,22.7,0.5,5.29,28,71,23.0,21.4,21.7,20.2,22.8,19.5,19.8
1159,1328,2024-02-25 08:00:00,23.0,0.43,2.0,31,61,21.4,21.7,20.2,22.8,19.5,19.8,18.6
1160,1329,2024-02-25 09:00:00,21.4,0.45,2.0,31,60,21.7,20.2,22.8,19.5,19.8,18.6,20.0
1161,1330,2024-02-25 10:00:00,21.7,0.44,2.0,33,54,20.2,22.8,19.5,19.8,18.6,20.0,15.9
1162,1331,2024-02-25 11:00:00,20.2,0.44,3.0,34,51,22.8,19.5,19.8,18.6,20.0,15.9,23.0
1163,1332,2024-02-25 12:00:00,22.8,0.45,3.0,35,49,19.5,19.8,18.6,20.0,15.9,23.0,23.6
1164,1333,2024-02-25 13:00:00,19.5,0.49,2.0,36,44,19.8,18.6,20.0,15.9,23.0,23.6,46.5
1165,1334,2024-02-25 14:00:00,19.8,0.52,6.0,37,39,18.6,20.0,15.9,23.0,23.6,46.5,51.4
1166,1335,2024-02-25 15:00:00,18.6,0.42,2.0,36,44,20.0,15.9,23.0,23.6,46.5,51.4,46.9
1167,1336,2024-02-25 16:00:00,20.0,0.42,1.0,35,45,15.9,23.0,23.6,46.5,51.4,46.9,25.2
1168,1337,2024-02-25 17:00:00,15.9,0.42,2.0,35,46,23.0,23.6,46.5,51.4,46.9,25.2,24.3
1169,1338,2024-02-25 18:00:00,23.0,0.45,6.0,33,53,23.6,46.5,51.4,46.9,25.2,24.3,24.0
1170,1339,2024-02-25 19:00:00,23.6,0.63,9.0,32,61,46.5,51.4,46.9,25.2,24.3,24.0,25.1
1171,1340,2024-02-25 20:00:00,46.5,0.68,11.0,31,65,51.4,46.9,25.2,24.3,24.0,25.1,25.4
1172,1341,2024-02-25 21:00:00,51.4,0.57,9.0,30,67,46.9,25.2,24.3,24.0,25.1,25.4,26.9
1173,1342,2024-02-25 22:00:00,46.9,0.54,8.0,30,65,25.2,24.3,24.0,25.1,25.4,26.9,27.9
1174,1343,2024-02-25 23:00:00,25.2,0.55,5.0,30,63,24.3,24.0,25.1,25.4,26.9,27.9,24.9
1175,1344,2024-02-26 00:00:00,24.3,0.44,1.0,29,68,24.0,25.1,25.4,26.9,27.9,24.9,21.4
1176,1345,2024-02-26 01:00:00,24.0,0.38,0.0,29,71,25.1,25.4,26.9,27.9,24.9,21.4,25.6
1177,1346,2024-02-26 02:00:00,25.1,0.4,0.0,28,71,25.4,26.9,27.9,24.9,21.4,25.6,24.6
1178,1347,2024-02-26 03:00:00,25.4,0.41,5.29,28,69,26.9,27.9,24.9,21.4,25.6,24.6,31.8
1179,1348,2024-02-26 04:00:00,26.9,0.39,5.29,28,69,27.9,24.9,21.4,25.6,24.6,31.8,31.1
1180,1349,2024-02-26 05:00:00,27.9,0.39,5.29,28,72,24.9,21.4,25.6,24.6,31.8,31.1,28.8
1181,1350,2024-02-26 06:00:00,24.9,0.4,1.0,28,73,21.4,25.6,24.6,31.8,31.1,28.8,30.6
1182,1351,2024-02-26 07:00:00,21.4,0.41,1.0,28,71,25.6,24.6,31.8,31.1,28.8,30.6,30.3
1183,1352,2024-02-26 08:00:00,25.6,0.5,5.29,31,63,24.6,31.8,31.1,28.8,30.6,30.3,26.7
1184,1353,2024-02-26 09:00:00,24.6,0.45,4.0,32,57,31.8,31.1,28.8,30.6,30.3,26.7,29.0
1185,1354,2024-02-26 10:00:00,31.8,0.47,3.0,33,54,31.1,28.8,30.6,30.3,26.7,29.0,30.2
1186,1355,2024-02-26 11:00:00,31.1,0.45,4.0,34,49,28.8,30.6,30.3,26.7,29.0,30.2,30.1
1187,1356,2024-02-26 12:00:00,28.8,0.46,4.0,35,46,30.6,30.3,26.7,29.0,30.2,30.1,27.9
1188,1357,2024-02-26 13:00:00,30.6,0.57,5.0,37,41,30.3,26.7,29.0,30.2,30.1,27.9,34.3
1189,1358,2024-02-26 14:00:00,30.3,0.54,5.0,36,41,26.7,29.0,30.2,30.1,27.9,34.3,32.8
1190,1359,2024-02-26 15:00:00,26.7,0.45,5.0,37,39,29.0,30.2,30.1,27.9,34.3,32.8,33.4
1191,1360,2024-02-26 16:00:00,29.0,0.47,4.0,36,40,30.2,30.1,27.9,34.3,32.8,33.4,36.3
1192,1361,2024-02-26 17:00:00,30.2,0.47,6.0,35,42,30.1,27.9,34.3,32.8,33.4,36.3,30.7
1193,1362,2024-02-26 18:00:00,30.1,0.48,5.0,33,48,27.9,34.3,32.8,33.4,36.3,30.7,36.0
1194,1363,2024-02-26 19:00:00,27.9,0.54,5.0,32,50,34.3,32.8,33.4,36.3,30.7,36.0,31.1
1195,1364,2024-02-26 20:00:00,34.3,0.49,3.0,31,55,32.8,33.4,36.3,30.7,36.0,31.1,27.1
1196,1365,2024-02-26 21:00:00,32.8,0.48,3.0,30,56,33.4,36.3,30.7,36.0,31.1,27.1,32.3
1197,1366,2024-02-26 22:00:00,33.4,0.47,2.0,30,58,36.3,30.7,36.0,31.1,27.1,32.3,29.4
1198,1367,2024-02-26 23:00:00,36.3,0.46,1.0,29,62,30.7,36.0,31.1,27.1,32.3,29.4,31.6
1199,1368,2024-02-27 00:00:00,30.7,0.42,0.0,29,66,36.0,31.1,27.1,32.3,29.4,31.6,26.7
1200,1369,2024-02-27 01:00:00,36.0,0.42,1.0,28,71,31.1,27.1,32.3,29.4,31.6,26.7,27.7
1201,1370,2024-02-27 02:00:00,31.1,0.46,2.0,28,71,27.1,32.3,29.4,31.6,26.7,27.7,23.7
1202,1371,2024-02-27 03:00:00,27.1,0.43,1.0,28,70,32.3,29.4,31.6,26.7,27.7,23.7,29.8
1203,1372,2024-02-27 04:00:00,32.3,0.42,1.0,28,73,29.4,31.6,26.7,27.7,23.7,29.8,26.3
1204,1373,2024-02-27 05:00:00,29.4,0.46,1.0,27,71,31.6,26.7,27.7,23.7,29.8,26.3,19.5
1205,1374,2024-02-27 06:00:00,31.6,0.47,3.0,27,72,26.7,27.7,23.7,29.8,26.3,19.5,20.7
1206,1375,2024-02-27 07:00:00,26.7,0.54,6.0,28,70,27.7,23.7,29.8,26.3,19.5,20.7,20.1
1207,1376,2024-02-27 08:00:00,27.7,0.45,5.0,30,61,23.7,29.8,26.3,19.5,20.7,20.1,16.8
1208,1377,2024-02-27 09:00:00,23.7,0.5,5.29,31,56,29.8,26.3,19.5,20.7,20.1,16.8,20.2
1209,1378,2024-02-27 10:00:00,29.8,0.46,3.0,32,54,26.3,19.5,20.7,20.1,16.8,20.2,22.6
1210,1379,2024-02-27 11:00:00,26.3,0.45,3.0,33,48,19.5,20.7,20.1,16.8,20.2,22.6,19.3
1211,1380,2024-02-27 12:00:00,19.5,0.5,4.0,35,44,20.7,20.1,16.8,20.2,22.6,19.3,20.3
1212,1381,2024-02-27 13:00:00,20.7,0.55,5.0,36,41,20.1,16.8,20.2,22.6,19.3,20.3,22.3
1213,1382,2024-02-27 14:00:00,20.1,0.54,4.0,37,37,16.8,20.2,22.6,19.3,20.3,22.3,26.4
1214,1383,2024-02-27 15:00:00,16.8,0.43,4.0,37,39,20.2,22.6,19.3,20.3,22.3,26.4,22.1
1215,1384,2024-02-27 16:00:00,20.2,0.48,7.0,36,43,22.6,19.3,20.3,22.3,26.4,22.1,19.1
1216,1385,2024-02-27 17:00:00,22.6,0.5,7.0,34,51,19.3,20.3,22.3,26.4,22.1,19.1,15.5
1217,1386,2024-02-27 18:00:00,19.3,0.47,7.0,33,48,20.3,22.3,26.4,22.1,19.1,15.5,18.6
1218,1387,2024-02-27 19:00:00,20.3,0.52,4.0,32,47,22.3,26.4,22.1,19.1,15.5,18.6,19.9
1219,1388,2024-02-27 20:00:00,22.3,0.49,4.0,31,50,26.4,22.1,19.1,15.5,18.6,19.9,19.3
1220,1389,2024-02-27 21:00:00,26.4,0.42,2.0,31,53,22.1,19.1,15.5,18.6,19.9,19.3,20.4
1221,1390,2024-02-27 22:00:00,22.1,0.39,1.0,30,60,19.1,15.5,18.6,19.9,19.3,20.4,17.5
1222,1391,2024-02-27 23:00:00,19.1,0.38,0.0,29,58,15.5,18.6,19.9,19.3,20.4,17.5,22.7
1223,1392,2024-02-28 00:00:00,15.5,0.35,5.29,29,61,18.6,19.9,19.3,20.4,17.5,22.7,18.4
1224,1393,2024-02-28 01:00:00,18.6,0.37,5.29,28,66,19.9,19.3,20.4,17.5,22.7,18.4,22.8
1225,1394,2024-02-28 02:00:00,19.9,0.39,5.29,28,70,19.3,20.4,17.5,22.7,18.4,22.8,23.9
1226,1395,2024-02-28 03:00:00,19.3,0.37,5.29,28,69,20.4,17.5,22.7,18.4,22.8,23.9,22.7
1227,1396,2024-02-28 04:00:00,20.4,0.38,5.29,28,73,17.5,22.7,18.4,22.8,23.9,22.7,27.8
1228,1397,2024-02-28 05:00:00,17.5,0.38,5.29,28,73,22.7,18.4,22.8,23.9,22.7,27.8,23.8
1229,1398,2024-02-28 06:00:00,22.7,0.38,0.0,28,71,18.4,22.8,23.9,22.7,27.8,23.8,23.3
1230,1399,2024-02-28 07:00:00,18.4,0.47,3.0,28,71,22.8,23.9,22.7,27.8,23.8,23.3,22.5
1231,1400,2024-02-28 08:00:00,22.8,0.43,3.0,30,63,23.9,22.7,27.8,23.8,23.3,22.5,23.4
1232,1401,2024-02-28 09:00:00,23.9,0.44,2.0,32,58,22.7,27.8,23.8,23.3,22.5,23.4,21.5
1233,1402,2024-02-28 10:00:00,22.7,0.5,5.29,33,55,27.8,23.8,23.3,22.5,23.4,21.5,22.8
1234,1403,2024-02-28 11:00:00,27.8,0.45,2.0,33,53,23.8,23.3,22.5,23.4,21.5,22.8,21.3
1235,1404,2024-02-28 12:00:00,23.8,0.46,4.0,35,47,23.3,22.5,23.4,21.5,22.8,21.3,20.3
1236,1405,2024-02-28 13:00:00,23.3,0.53,6.0,35,50,22.5,23.4,21.5,22.8,21.3,20.3,23.9
1237,1406,2024-02-28 14:00:00,22.5,0.49,3.0,34,49,23.4,21.5,22.8,21.3,20.3,23.9,25.0
1238,1407,2024-02-28 15:00:00,23.4,0.4,2.0,35,47,21.5,22.8,21.3,20.3,23.9,25.0,27.9
1239,1408,2024-02-28 16:00:00,21.5,0.45,4.0,35,46,22.8,21.3,20.3,23.9,25.0,27.9,30.1
1240,1409,2024-02-28 17:00:00,22.8,0.44,3.0,34,52,21.3,20.3,23.9,25.0,27.9,30.1,31.3
1241,1410,2024-02-28 18:00:00,21.3,0.47,6.0,32,57,20.3,23.9,25.0,27.9,30.1,31.3,23.6
1242,1411,2024-02-28 19:00:00,20.3,0.59,6.0,31,64,23.9,25.0,27.9,30.1,31.3,23.6,31.4
1243,1412,2024-02-28 20:00:00,23.9,0.56,6.0,31,63,25.0,27.9,30.1,31.3,23.6,31.4,31.3
1244,1413,2024-02-28 21:00:00,25.0,0.45,4.0,31,61,27.9,30.1,31.3,23.6,31.4,31.3,26.3
1245,1414,2024-02-28 22:00:00,27.9,0.44,1.0,30,62,30.1,31.3,23.6,31.4,31.3,26.3,29.3
1246,1415,2024-02-28 23:00:00,30.1,0.43,1.0,29,65,31.3,23.6,31.4,31.3,26.3,29.3,30.3
1247,1416,2024-02-29 00:00:00,31.3,0.36,5.29,29,67,23.6,31.4,31.3,26.3,29.3,30.3,24.5
1248,1417,2024-02-29 01:00:00,23.6,0.38,0.0,29,67,31.4,31.3,26.3,29.3,30.3,24.5,26.6
1249,1418,2024-02-29 02:00:00,31.4,0.39,5.29,28,69,31.3,26.3,29.3,30.3,24.5,26.6,24.7
1250,1419,2024-02-29 03:00:00,31.3,0.39,5.29,28,70,26.3,29.3,30.3,24.5,26.6,24.7,26.1
1251,1420,2024-02-29 04:00:00,26.3,0.38,5.29,28,70,29.3,30.3,24.5,26.6,24.7,26.1,24.7
1252,1421,2024-02-29 05:00:00,29.3,0.38,5.29,28,69,30.3,24.5,26.6,24.7,26.1,24.7,23.8
1253,1422,2024-02-29 06:00:00,30.3,0.4,2.0,28,70,24.5,26.6,24.7,26.1,24.7,23.8,22.8
1254,1423,2024-02-29 07:00:00,24.5,0.46,4.0,28,65,26.6,24.7,26.1,24.7,23.8,22.8,24.1
1255,1424,2024-02-29 08:00:00,26.6,0.44,3.0,31,59,24.7,26.1,24.7,23.8,22.8,24.1,24.4
1256,1425,2024-02-29 09:00:00,24.7,0.43,3.0,31,55,26.1,24.7,23.8,22.8,24.1,24.4,26.8
1257,1426,2024-02-29 10:00:00,26.1,0.45,4.0,32,53,24.7,23.8,22.8,24.1,24.4,26.8,24.6
1258,1427,2024-02-29 11:00:00,24.7,0.5,5.29,34,47,23.8,22.8,24.1,24.4,26.8,24.6,27.9
1259,1428,2024-02-29 12:00:00,23.8,0.49,8.0,35,43,22.8,24.1,24.4,26.8,24.6,27.9,29.4
1260,1429,2024-02-29 13:00:00,22.8,0.55,7.0,36,40,24.1,24.4,26.8,24.6,27.9,29.4,29.4
1261,1430,2024-02-29 14:00:00,24.1,0.53,6.0,37,38,24.4,26.8,24.6,27.9,29.4,29.4,28.6
1262,1431,2024-02-29 15:00:00,24.4,0.44,8.0,38,38,26.8,24.6,27.9,29.4,29.4,28.6,23.5
1263,1432,2024-02-29 16:00:00,26.8,0.51,9.0,38,38,24.6,27.9,29.4,29.4,28.6,23.5,27.2
1264,1433,2024-02-29 17:00:00,24.6,0.52,9.0,36,40,27.9,29.4,29.4,28.6,23.5,27.2,26.7
1265,1434,2024-02-29 18:00:00,27.9,0.54,12.0,33,47,29.4,29.4,28.6,23.5,27.2,26.7,23.8
1266,1435,2024-02-29 19:00:00,29.4,0.56,6.0,32,51,29.4,28.6,23.5,27.2,26.7,23.8,25.9
1267,1436,2024-02-29 20:00:00,29.4,0.51,5.0,32,52,28.6,23.5,27.2,26.7,23.8,25.9,24.5
1268,1437,2024-02-29 21:00:00,28.6,0.56,7.0,31,56,23.5,27.2,26.7,23.8,25.9,24.5,24.0
1269,1438,2024-02-29 22:00:00,23.5,0.5,4.0,30,61,27.2,26.7,23.8,25.9,24.5,24.0,23.2
1270,1439,2024-02-29 23:00:00,27.2,0.49,4.0,30,62,26.7,23.8,25.9,24.5,24.0,23.2,24.2
1271,1440,2024-03-01 00:00:00,26.7,0.42,3.0,29,61,23.8,25.9,24.5,24.0,23.2,24.2,25.5
1272,1441,2024-03-01 01:00:00,23.8,0.43,3.0,29,61,25.9,24.5,24.0,23.2,24.2,25.5,29.7
1273,1442,2024-03-01 02:00:00,25.9,0.41,0.0,29,62,24.5,24.0,23.2,24.2,25.5,29.7,26.7
1274,1443,2024-03-01 03:00:00,24.5,0.4,0.0,28,64,24.0,23.2,24.2,25.5,29.7,26.7,24.5
1275,1444,2024-03-01 04:00:00,24.0,0.38,0.0,28,65,23.2,24.2,25.5,29.7,26.7,24.5,28.8
1276,1445,2024-03-01 05:00:00,23.2,0.41,0.0,28,67,24.2,25.5,29.7,26.7,24.5,28.8,27.3
1277,1446,2024-03-01 06:00:00,24.2,0.42,2.0,28,67,25.5,29.7,26.7,24.5,28.8,27.3,25.2
1278,1447,2024-03-01 07:00:00,25.5,0.5,5.0,29,65,29.7,26.7,24.5,28.8,27.3,25.2,24.7
1279,1448,2024-03-01 08:00:00,29.7,0.47,3.0,31,60,26.7,24.5,28.8,27.3,25.2,24.7,26.3
1280,1449,2024-03-01 09:00:00,26.7,0.46,2.0,32,56,24.5,28.8,27.3,25.2,24.7,26.3,26.8
1281,1450,2024-03-01 10:00:00,24.5,0.48,3.0,33,53,28.8,27.3,25.2,24.7,26.3,26.8,29.8
1282,1451,2024-03-01 11:00:00,28.8,0.48,3.0,34,49,27.3,25.2,24.7,26.3,26.8,29.8,31.3
1283,1452,2024-03-01 12:00:00,27.3,0.46,3.0,35,45,25.2,24.7,26.3,26.8,29.8,31.3,28.7
1284,1453,2024-03-01 13:00:00,25.2,0.55,4.0,35,46,24.7,26.3,26.8,29.8,31.3,28.7,33.9
1285,1454,2024-03-01 14:00:00,24.7,0.49,2.0,34,48,26.3,26.8,29.8,31.3,28.7,33.9,30.3
1286,1455,2024-03-01 15:00:00,26.3,0.43,2.0,35,47,26.8,29.8,31.3,28.7,33.9,30.3,27.5
1287,1456,2024-03-01 16:00:00,26.8,0.49,7.0,34,48,29.8,31.3,28.7,33.9,30.3,27.5,27.7
